customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner
2905,23432255983,Justin,Mulder,9082 Rolling Green Circle,Port Orchard,WA,99005,USA,7/22/1963,M,$50K - $70K,M,1,0,Partial High School,9/23/1994,Bronze,Manual,Y
2906,23435345888,Natalie,Zuerner,6905 Camino Ricardo,Coronado,CA,50362,USA,08/07/1967,M,$10K - $30K,M,4,1,Partial High School,7/26/1990,Normal,Skilled Manual,N
2907,23436622600,Danny,Turpin,6692 Babel Lane,Kirkland,WA,52477,USA,11/13/1959,S,$30K - $50K,F,3,0,Partial High School,6/27/1992,Bronze,Manual,N
2908,23447228100,Janeen,Broxton,4769 Buchanan Ct,Milwaukie,OR,42704,USA,02/07/1922,M,$30K - $50K,M,4,4,High School Degree,05/06/1993,Bronze,Manual,N
2909,23467548500,Jane,Gonzalez,4810 Rahn Court,Edmonds,WA,10980,USA,05/09/1949,M,$50K - $70K,M,5,5,Bachelors Degree,05/07/1994,Golden,Management,Y
2910,23480991700,Tran,McGrew,3141 Jalalon Place,Ballard,WA,92660,USA,08/01/1969,M,$10K - $30K,M,1,0,Partial High School,12/15/1994,Normal,Skilled Manual,N
2911,23490760326,Katrina,Williams,6091 Patterson Blvd.,Santa Fe,DF,19314,Mexico,06/02/1928,S,$30K - $50K,M,5,0,Bachelors Degree,04/09/1991,Bronze,Professional,N
2912,23506837500,Staci,Colla,7332 Arcadia Pl,Oakland,CA,40864,USA,10/13/1960,S,$90K - $110K,F,3,0,Bachelors Degree,5/15/1991,Bronze,Professional,N
2913,23508355617,Jean,Bell,538 Ward Court,Pomona,CA,40463,USA,8/25/1972,M,$50K - $70K,F,1,1,Bachelors Degree,10/18/1992,Silver,Professional,Y
2914,23513559100,Elydia,Rayner,2033 Woodbury Place,Burien,WA,28174,USA,9/17/1967,S,$70K - $90K,M,3,0,High School Degree,04/03/1990,Bronze,Professional,N
2915,23523279428,Tressa,Jameson,5491 Martindale Drive,West Covina,CA,66643,USA,12/12/1963,M,$130K - $150K,M,0,0,Partial High School,11/25/1992,Bronze,Professional,Y
2916,23525350093,Claudia,Barger,9896 Whitehaven Dr,Salem,OR,46808,USA,03/09/1949,M,$30K - $50K,M,5,0,High School Degree,02/03/1991,Bronze,Manual,N
2917,23535145521,Ken,Sparkman,6264 Center Ave,Everett,WA,51438,USA,10/10/1921,M,$10K - $30K,M,2,1,Partial High School,10/23/1992,Normal,Manual,N
2918,23539549708,Kamela,Contreras,8268 Donald Dr,Puyallup,WA,70472,USA,10/22/1951,S,$10K - $30K,F,3,0,Partial High School,2/14/1993,Normal,Manual,N
2919,23542746901,Harold,Shepherd,7546 Brookview Dr,Tixapan,DF,41264,Mexico,03/05/1938,M,$90K - $110K,M,1,1,Partial High School,07/04/1991,Bronze,Professional,Y
2920,23543583800,Lily,Bassett,2460 Tanager Court,Cliffside,BC,26460,Canada,7/21/1923,M,$30K - $50K,F,2,2,Partial College,03/05/1992,Bronze,Professional,Y
2921,23545879721,Grace,McLaughlin,1992 Hidden Oak Ct,Spokane,WA,62413,USA,10/01/1954,S,$30K - $50K,F,4,0,High School Degree,05/01/1990,Bronze,Manual,Y
2922,23547955751,Billy,Duran,7159 Shell Circle,Seattle,WA,13771,USA,11/22/1932,M,$110K - $130K,M,1,1,High School Degree,02/12/1994,Bronze,Professional,Y
2923,23563383817,Francis,Bradshaw,6946 Ridge Circle,Renton,WA,15886,USA,10/26/1956,M,$30K - $50K,M,3,3,Partial College,09/11/1993,Golden,Professional,N
2924,23563539385,Tammy,Schwairy,5023 Scenic Avenue,Bremerton,WA,32404,USA,8/16/1951,S,$30K - $50K,M,5,0,Partial College,10/12/1991,Bronze,Manual,N
2925,23574037551,Heidi,Browne,5064 Greendell Rd,Milwaukie,OR,99680,USA,9/15/1940,S,$30K - $50K,M,0,0,Partial College,06/10/1994,Bronze,Skilled Manual,N
2926,23578393500,Linda,Blaine,6051 Bellows Ct,Tlaxiaco,Oaxaca,56068,Mexico,08/06/1922,M,$10K - $30K,F,0,0,Partial High School,2/26/1992,Normal,Manual,N
2927,23583934903,Mary,Hayes,6345 Fox Way,Bellflower,CA,89506,USA,5/14/1925,M,$30K - $50K,M,4,4,High School Degree,7/21/1992,Golden,Manual,Y
2928,23589894800,Mary,Tate,7587 Providence Dr,Kirkland,WA,91348,USA,6/23/1920,M,$10K - $30K,M,1,0,Partial High School,07/08/1994,Normal,Skilled Manual,N
2929,23601315617,Dianne,Bagno,792 Myrtle Drive,San Diego,CA,64655,USA,11/05/1963,S,$70K - $90K,M,4,0,Bachelors Degree,6/24/1992,Bronze,Professional,N
2930,23608160614,Everett,Wallace,6975 Olivera Road,San Diego,CA,78659,USA,9/19/1950,S,$70K - $90K,F,5,0,Partial High School,07/06/1993,Bronze,Professional,N
2931,23616040900,W.,Winsor,3089 Hayes Court,Langford,BC,18128,Canada,11/21/1920,S,$10K - $30K,F,5,0,High School Degree,02/09/1993,Normal,Skilled Manual,N
2932,23633223176,Don,Barile,4839 Belle Dr,Berkeley,CA,71000,USA,9/16/1938,S,$10K - $30K,F,4,0,Partial High School,02/11/1993,Normal,Skilled Manual,N
2933,23640518784,Richard,Belding,1207 Erie Dr,Imperial Beach,CA,29237,USA,2/14/1942,S,$90K - $110K,F,1,0,Partial High School,11/12/1991,Bronze,Professional,Y
2934,23640985500,Kamal,Hathi,5866 Harvard Court,Redmond,WA,21957,USA,05/11/1914,M,$10K - $30K,M,1,1,Partial High School,10/27/1990,Normal,Skilled Manual,Y
2935,23647165298,Cleo,Tatman,2489 Dianda Drive,Santa Cruz,CA,91748,USA,5/18/1933,S,$70K - $90K,M,2,0,High School Degree,12/15/1991,Bronze,Professional,Y
2936,23656376000,Philip,Hawley,7402 Oakgrove Rd,Coronado,CA,76944,USA,06/04/1950,S,$70K - $90K,F,3,0,Bachelors Degree,5/27/1994,Bronze,Professional,N
2937,23657867300,Howard,Reetz,6934 Dos Encinas,Royal Oak,BC,13898,Canada,9/19/1956,M,$70K - $90K,M,3,3,Bachelors Degree,3/21/1993,Golden,Professional,Y
2938,23673552900,Charles,Petersen,2102 W. th Street,Daly City,CA,64255,USA,3/26/1953,M,$90K - $110K,M,2,2,Bachelors Degree,11/13/1991,Bronze,Professional,Y
2939,23695214400,Patricia,Spirek,1889 Stimel Drive,Oak Bay,BC,66370,Canada,02/11/1951,M,$70K - $90K,M,0,0,Bachelors Degree,03/08/1992,Golden,Management,Y
2940,23703759908,Mary,Carrillo,9965 Via Doble,Langford,BC,82888,Canada,8/26/1978,M,$50K - $70K,M,3,0,Bachelors Degree,9/20/1990,Silver,Professional,Y
2941,23707166300,Norene,Hayes,2662 Limewood Place,Lemon Grove,CA,24873,USA,07/06/1941,S,$70K - $90K,M,0,0,Bachelors Degree,2/15/1990,Bronze,Professional,Y
2942,23710894584,Charles,Stanley,994 Costanza Drive,Olympia,WA,75547,USA,3/21/1955,S,$30K - $50K,F,3,0,High School Degree,8/15/1993,Bronze,Manual,N
2943,23718072200,Roberta,Freese,3944 Kingsford Dr,Oakland,CA,40991,USA,8/27/1920,S,$50K - $70K,M,2,0,Bachelors Degree,1/18/1991,Bronze,Professional,N
2944,23732861900,Jennifer,Norick,2530 Spring Hill Road,Burien,WA,62541,USA,8/16/1959,M,$50K - $70K,M,2,0,Bachelors Degree,09/02/1992,Bronze,Professional,Y
2945,23736649155,Terry,Brunie,8389 Richard Ave.,N. Vancouver,BC,29679,Canada,07/12/1952,S,$50K - $70K,F,3,0,Bachelors Degree,7/26/1993,Bronze,Professional,N
2946,23738837800,Margaret,McCarthy,9884 S. Villa Way,N. Vancouver,BC,17390,Canada,04/07/1913,S,$110K - $130K,M,2,0,Bachelors Degree,05/06/1991,Bronze,Professional,Y
2947,23750001192,Andrew,Stewart,3344 Arguello Blvd.,Tacoma,WA,82150,USA,03/09/1955,M,$70K - $90K,F,1,1,High School Degree,08/06/1993,Normal,Professional,Y
2948,23763508796,Nina,Medina,7748 Rose Ann Ave,Concord,CA,36023,USA,09/01/1935,S,$30K - $50K,M,3,0,High School Degree,7/16/1991,Bronze,Manual,Y
2949,23766716718,Henrietta,Simmons,1462 Westcliffe Place,Metchosin,BC,40654,Canada,12/07/1913,S,$30K - $50K,F,4,0,Partial College,07/05/1992,Bronze,Clerical,N
2950,23771405200,Felicia,Larsen,6120 Appia Court,Tlaxiaco,Oaxaca,59688,Mexico,8/26/1949,M,$50K - $70K,F,2,2,High School Degree,3/16/1993,Silver,Manual,Y
2951,23777381200,Brad,McWherter,2743 Veale Ave,Chula Vista,CA,56772,USA,2/19/1918,M,$30K - $50K,F,3,1,High School Degree,4/25/1991,Silver,Manual,Y
2952,23778277000,Edward,Gilliam,313 Park Highlands,Yakima,WA,41968,USA,2/13/1979,S,$30K - $50K,F,1,0,High School Degree,04/08/1992,Bronze,Manual,Y
2953,23780744671,Linda,Springs,7188 Viewpoint Ct,Renton,WA,77921,USA,12/26/1947,M,$70K - $90K,M,1,0,Partial High School,02/10/1991,Bronze,Professional,N
2954,23785996437,Bryan,Kelley,5012 Freda Drive,Guadalajara,Jalisco,29278,Mexico,6/14/1918,S,$90K - $110K,F,3,0,Graduate Degree,4/15/1994,Bronze,Professional,Y
2955,23794209361,Robert,Stafford,4798 MacAlvey Drive,Newport Beach,CA,31393,USA,12/24/1948,S,$10K - $30K,F,0,0,Partial High School,6/19/1993,Normal,Skilled Manual,Y
2956,23798635005,Glenna,Archilla,2876 Morgan Territory Road,Woodland Hills,CA,21620,USA,03/08/1937,M,$110K - $130K,F,1,1,High School Degree,09/01/1993,Bronze,Professional,Y
2957,23798892500,Eleanor,Terrazas,2916 Candelero Place,Arcadia,CA,88895,USA,11/13/1932,S,$150K +,M,3,0,Bachelors Degree,9/21/1991,Silver,Professional,Y
2958,23799788400,Nancy,Cunningham,1248 Tanager Cir,El Cajon,CA,71576,USA,3/25/1978,M,$50K - $70K,M,1,1,Bachelors Degree,09/04/1993,Bronze,Professional,N
2959,23804868500,George,Stone,5444 Bohon Circle,San Andres,DF,78721,Mexico,4/28/1975,S,$70K - $90K,F,4,0,Bachelors Degree,10/04/1993,Bronze,Professional,Y
2960,23824829459,Linda,Hibbits,6685 Norris Court,Fremont,CA,27564,USA,4/26/1918,S,$50K - $70K,M,2,0,Bachelors Degree,3/13/1990,Silver,Management,N
2961,23826530000,Yvonne,Muniz,9889 Loveridge Circle,Downey,CA,78133,USA,02/03/1955,S,$30K - $50K,F,4,0,High School Degree,11/21/1992,Silver,Skilled Manual,Y
2962,23835402727,Pauline,Gramm,1386 Eastgate,Torrance,CA,65844,USA,04/11/1936,S,$30K - $50K,M,2,0,Partial College,09/09/1993,Normal,Skilled Manual,N
2963,23836985200,Dora,Whittington,4844 Spring Water St,Downey,CA,53137,USA,2/19/1912,S,$90K - $110K,M,4,0,Graduate Degree,08/06/1993,Bronze,Management,N
2964,23838074207,Betti,Smith,9249 Martin St,Issaquah,WA,84477,USA,04/08/1924,M,$30K - $50K,F,0,0,High School Degree,3/14/1993,Bronze,Manual,Y
2965,23838937878,John,Young,5617 Landana Dr,Bellingham,WA,89108,USA,04/12/1934,M,$30K - $50K,F,4,4,Partial High School,03/11/1993,Silver,Manual,Y
2966,23843411800,Christine,Jenning,277 South Royal Links,Tacoma,WA,91426,USA,07/02/1976,S,$50K - $70K,F,2,0,High School Degree,7/19/1991,Golden,Skilled Manual,N
2967,23860738900,Harold,Stout,6899 Jacqueline Way,Metchosin,BC,78934,Canada,12/04/1919,S,$30K - $50K,M,1,0,Partial High School,4/13/1992,Bronze,Skilled Manual,N
2968,23872374296,Barbara,Gambrel,1813 Kaski Ln,Lebanon,OR,64129,USA,9/22/1942,S,$30K - $50K,M,5,0,High School Degree,2/20/1991,Bronze,Skilled Manual,N
2969,23873838782,Korri,Shipley,1345 Prospect Street,Lakewood,CA,10836,USA,10/25/1925,S,$10K - $30K,M,1,0,Partial High School,7/19/1991,Normal,Skilled Manual,N
2970,23877320300,Barbara,Cleary,6512 Bola Raton Court,El Cajon,CA,51440,USA,4/21/1940,M,$10K - $30K,M,3,3,Partial High School,8/15/1993,Normal,Manual,Y
2971,23878516600,Roberta,Sellers,6299 Elmonte Drive,Novato,CA,53555,USA,3/17/1920,M,$30K - $50K,F,4,3,Partial College,6/17/1991,Golden,Clerical,Y
2972,23898236155,Janis,Arnone,4376 Golf Club Road,Redwood City,CA,70074,USA,05/10/1954,S,$70K - $90K,M,4,0,Bachelors Degree,5/23/1992,Bronze,Management,N
2973,23903166100,Wendy,Griffin,4417 W. Watson Court,Kirkland,WA,38350,USA,3/20/1927,S,$50K - $70K,M,5,0,Bachelors Degree,5/24/1993,Bronze,Professional,N
2974,23905108000,Lorraine,Ardell,5404 Panoramic Ave,Acapulco,Guerrero,93738,Mexico,06/12/1947,M,$30K - $50K,M,1,1,High School Degree,01/04/1992,Bronze,Skilled Manual,N
2975,23910338300,Peter,Owen,8354 Tice Valley Blv.,National City,CA,28176,USA,3/13/1976,M,$70K - $90K,F,2,1,Bachelors Degree,10/02/1990,Bronze,Professional,N
2976,23916936516,Brenda,Sluder,6939 E. th Street,Newport Beach,CA,49726,USA,10/08/1950,M,$30K - $50K,M,4,4,High School Degree,11/08/1994,Bronze,Skilled Manual,Y
2977,23938399553,Chad,Hanson,144 Castro Street,Los Angeles,CA,49325,USA,05/09/1950,S,$110K - $130K,M,4,0,Partial High School,05/10/1991,Bronze,Professional,Y
2978,23943350900,Phil,Buerger,1640 Walter Way,Marysville,WA,29542,USA,6/26/1975,S,$30K - $50K,F,1,0,Bachelors Degree,10/25/1992,Bronze,Professional,Y
2979,23946113586,Diane,Chaffin,7753 Liana Lane,Port Hammond,BC,94303,Canada,01/04/1913,M,$130K - $150K,F,4,1,Bachelors Degree,08/03/1991,Bronze,Professional,Y
2980,23969942300,Connie,Preece,9503 Clark Creek Lane,Daly City,CA,48176,USA,11/17/1957,M,$30K - $50K,F,4,4,High School Degree,11/09/1993,Golden,Manual,Y
2981,23975118994,Lynn,Azar,5871 Bryce Drive,Yakima,WA,79098,USA,8/18/1929,M,$110K - $130K,F,1,0,Bachelors Degree,08/02/1990,Bronze,Professional,Y
2982,23980102500,Bambi,Lyles,531 Leisure Lane,Spring Valley,CA,98132,USA,10/15/1971,M,$10K - $30K,M,2,2,Partial High School,10/19/1991,Normal,Skilled Manual,Y
2983,24022379500,Donald,Brown,7153 Bellord Ct,Berkeley,CA,68924,USA,11/14/1946,M,$50K - $70K,F,5,2,Bachelors Degree,05/10/1994,Bronze,Professional,Y
2984,24025367500,Filemon,Whitaker,2067 Black Point Pl,Guadalajara,Jalisco,54120,Mexico,04/02/1931,M,$130K - $150K,F,2,1,High School Degree,1/26/1991,Silver,Professional,Y
2985,24026263400,Marcella,Peters,1599 Green Hill Rd,Ladner,BC,90073,Canada,03/02/1946,M,$30K - $50K,F,3,3,Partial High School,3/22/1993,Bronze,Manual,N
2986,24028800700,Joanne,Woodruff,9422 San Carlos Ave.,Camacho,Zacatecas,41431,Mexico,4/23/1924,S,$50K - $70K,M,4,0,High School Degree,12/05/1992,Silver,Skilled Manual,Y
2987,24032239300,Aurelia,Olguin,9208 West Rd,Marysville,WA,43546,USA,02/02/1917,S,$30K - $50K,M,2,0,High School Degree,4/22/1993,Bronze,Skilled Manual,N
2988,24086763300,Stephen,Potter,4630 Adobe Dr,Seattle,WA,33772,USA,12/19/1913,M,$30K - $50K,M,1,1,High School Degree,03/10/1993,Bronze,Manual,Y
2989,24089751200,Karen,Smith,3378 Coggins Drive,Berkeley,CA,20497,USA,1/19/1972,M,$30K - $50K,M,1,1,Partial College,10/08/1991,Bronze,Skilled Manual,Y
2990,24099015600,John,Allen,1710 View Dr,Mexico City,Mexico,83728,Mexico,11/09/1954,M,$30K - $50K,M,2,2,Partial College,3/13/1993,Bronze,Management,Y
2991,24100195765,Sheryl,Wolters,4660 Cape Cod Way,Woodland Hills,CA,18167,USA,8/17/1957,S,$130K - $150K,F,1,0,High School Degree,10/18/1993,Bronze,Management,Y
2992,24100657100,Mary,Kinnaird,5901 May Rd,Oak Bay,BC,39716,Canada,4/23/1945,M,$50K - $70K,F,3,3,Bachelors Degree,8/21/1991,Golden,Professional,Y
2993,24109615683,Bonnie,Szynskie,9105 Jacobsen Street,Imperial Beach,CA,39316,USA,6/22/1977,S,$70K - $90K,M,1,0,Partial High School,10/21/1994,Bronze,Professional,N
2994,24113955500,Elizabeth,Cartan,602 Columbia River Ct,Imperial Beach,CA,77996,USA,04/09/1964,M,$30K - $50K,M,1,1,Partial College,11/04/1990,Bronze,Skilled Manual,Y
2995,24119480800,Frances,Bennett,4060 Roundtree Court,Santa Anita,DF,43758,Mexico,9/22/1946,M,$130K - $150K,M,2,0,Partial College,3/22/1994,Golden,Professional,Y
2996,24131733200,Emmett,"Taylor, Jr.",8465 Kim Court,Albany,OR,96630,USA,05/06/1952,M,$10K - $30K,F,4,1,Partial High School,05/09/1991,Normal,Skilled Manual,Y
2997,24133911132,Melphia,Borges,4833 Heather Pl,Issaquah,WA,22612,USA,02/11/1972,M,$10K - $30K,M,4,4,Partial High School,7/19/1991,Normal,Skilled Manual,N
2998,24143014550,Phyllis,Gonzales,6837 Rosemarie Place,Merida,Yucatan,21295,Mexico,10/21/1964,M,$130K - $150K,M,4,3,Partial High School,3/22/1994,Bronze,Professional,Y
2999,24150701800,Judith,Nopier,6115 Glenside Court,Concord,CA,91086,USA,10/02/1913,S,$50K - $70K,F,5,0,Bachelors Degree,8/21/1990,Bronze,Management,N
3000,24154886000,Dante,Taylor,1029 Birchwood Dr,Olympia,WA,76282,USA,11/14/1930,S,$30K - $50K,M,1,0,High School Degree,12/07/1994,Normal,Skilled Manual,N
3001,24155781900,Paul,Fitzmorris,7905 Nottingham Place,Woodburn,OR,39528,USA,9/23/1919,M,$30K - $50K,F,1,0,High School Degree,10/27/1993,Bronze,Manual,N
3002,24161950945,Carolyn,Dowdell,5728 Alum Rock Drive,Santa Anita,DF,63593,Mexico,6/13/1929,S,$110K - $130K,M,0,0,Partial College,04/08/1991,Bronze,Management,Y
3003,24164912104,Kerry,Fitzgerald,5515 West Boyd Rd,Bellflower,CA,65707,USA,04/01/1963,S,$50K - $70K,F,2,0,Bachelors Degree,07/03/1992,Bronze,Management,Y
3004,24168034200,Louise,Moore,3592 Ada Dr,Downey,CA,82226,USA,10/16/1921,S,$130K - $150K,F,1,0,Partial High School,2/15/1993,Silver,Management,Y
3005,24168415069,Thomas,Monkres,3633 Stratton Circle,Beverly Hills,CA,50503,USA,12/20/1957,S,$70K - $90K,M,4,0,Bachelors Degree,06/12/1993,Bronze,Management,N
3006,24169825900,Raymond,Hoskins,4620 Mountain Spring Road,Lemon Grove,CA,33183,USA,08/08/1971,M,$50K - $70K,M,3,2,Partial College,9/25/1993,Bronze,Skilled Manual,Y
3007,24177035689,Glenda,Bauer,4914 Sierra Drive,Sooke,BC,40329,Canada,1/13/1936,M,$50K - $70K,M,1,1,Bachelors Degree,3/28/1991,Normal,Management,Y
3008,24181627600,John,Sexauer,6155 Vist Oak Dr,Tlaxiaco,Oaxaca,88170,Mexico,02/03/1975,S,$50K - $70K,M,1,0,Bachelors Degree,7/28/1990,Bronze,Management,Y
3009,24192233100,Marie,Hackworth,9359 Smike Tree Court,Burbank,CA,61478,USA,11/26/1968,M,$130K - $150K,F,3,2,Partial College,6/25/1991,Bronze,Professional,Y
3010,24192533500,Roland,Aguilar,856 Summit View Dr,Burbank,CA,92084,USA,8/21/1930,S,$90K - $110K,M,3,0,Graduate Degree,7/16/1994,Bronze,Professional,Y
3011,24196487069,Jack,Collins,6969 Hobby Court,Marysville,WA,31553,USA,8/21/1931,M,$10K - $30K,F,2,0,Partial High School,06/05/1991,Normal,Manual,Y
3012,24201046800,Howard,Frost,8719 St. Peter Court,El Cajon,CA,84425,USA,5/26/1963,M,$70K - $90K,F,4,4,Bachelors Degree,5/15/1994,Golden,Professional,Y
3013,24207022800,John,Collier,5087 Arnold Drive,Langford,BC,16349,Canada,08/05/1942,M,$70K - $90K,F,3,1,Bachelors Degree,9/15/1992,Bronze,Professional,N
3014,24220171000,Marie,Little,9746 Hillsborough Ct,Tixapan,DF,35383,Mexico,4/24/1978,S,$30K - $50K,M,3,0,Partial High School,1/20/1992,Bronze,Manual,N
3015,24226801395,Reginald,Lyons,7615 Buena Vista,Ballard,WA,61752,USA,1/28/1959,S,$10K - $30K,F,1,0,Partial High School,2/17/1991,Normal,Manual,Y
3016,24227638200,William,Buxton,2529 Terrace Dr,Ladner,BC,90370,Canada,09/11/1937,S,$10K - $30K,F,1,0,High School Degree,3/27/1992,Normal,Skilled Manual,N
3017,24232337474,Susan,Armendariz,2061 Hillsborough Dr,Sedro Woolley,WA,27324,USA,3/16/1959,S,$30K - $50K,M,4,0,High School Degree,12/01/1990,Bronze,Manual,Y
3018,24238243700,Barbara,Bennett,7228 Sierra Ridge,La Mesa,CA,77680,USA,09/04/1930,M,$10K - $30K,M,3,3,Partial High School,03/06/1993,Normal,Manual,Y
3019,24242449402,Doris,Gettler,7015 Riverview Place,W. Linn,OR,79795,USA,3/14/1960,M,$10K - $30K,F,4,4,Partial High School,2/26/1992,Normal,Manual,N
3020,24242578100,Henry,Maxwell,5092 Second Street,Woodburn,OR,96314,USA,6/26/1950,M,$30K - $50K,F,1,1,Partial College,05/09/1992,Silver,Clerical,N
3021,24245314002,Virginia,Bell,7788 Olive St,Spokane,WA,64591,USA,1/16/1936,M,$50K - $70K,F,3,2,Bachelors Degree,08/12/1990,Bronze,Professional,N
3022,24247577786,Dori,Grando,6120 Berrellesa Street,San Gabriel,CA,20979,USA,08/12/1924,M,$10K - $30K,M,1,0,Partial High School,8/22/1992,Normal,Manual,Y
3023,24260259270,Judy,Bahr,9070 Muir Road,Vancouver,BC,54417,Canada,8/15/1921,M,$30K - $50K,M,2,1,High School Degree,5/14/1994,Silver,Manual,Y
3024,24264089500,Mary,Welton,7656 Ramsey Circle,Edmonds,WA,75966,USA,05/02/1922,S,$90K - $110K,F,2,0,Partial High School,02/06/1992,Bronze,Professional,Y
3025,24264985300,Janet,Naylor,861 Napa Ct.,Camacho,Zacatecas,75565,Mexico,03/06/1959,S,$30K - $50K,M,2,0,Partial High School,7/28/1991,Bronze,Manual,Y
3026,24278208613,Kristy,Gordon,2356 Orange St,San Andres,DF,15247,Mexico,3/22/1950,M,$10K - $30K,F,0,0,Partial High School,02/05/1991,Normal,Manual,Y
3027,24278841614,Alena,Burton,8470 Cliffside Drive,Chula Vista,CA,80007,USA,10/19/1914,M,$30K - $50K,M,3,3,Bachelors Degree,01/02/1991,Golden,Professional,Y
3028,24292472600,Dorene,Dozier,220 N Ridgewood Drive,Bellflower,CA,33880,USA,12/08/1926,S,$10K - $30K,M,3,0,Partial High School,10/21/1992,Normal,Skilled Manual,N
3029,24298448600,Donald,Wilson,6588 St George Dr,Vancouver,BC,38511,Canada,12/11/1936,S,$110K - $130K,F,2,0,Graduate Degree,10/17/1992,Bronze,Management,N
3030,24316494464,Tonya,Payne,1247 Violet Ct,San Jose,CA,57545,USA,4/27/1935,M,$30K - $50K,M,0,0,Partial College,3/26/1990,Bronze,Manual,N
3031,24352849125,Diane,Stantz,7869 Sea Point Way,West Covina,CA,54629,USA,08/02/1947,M,$30K - $50K,M,5,2,High School Degree,11/20/1991,Bronze,Skilled Manual,Y
3032,24360541701,Betty,Tobias,5439 McElroy Court,Acapulco,Guerrero,39825,Mexico,5/20/1970,M,$30K - $50K,F,2,1,High School Degree,8/27/1994,Bronze,Skilled Manual,Y
3033,24362837700,Elvira,Valderrama,2315 B Way,Lemon Grove,CA,75778,USA,7/23/1954,S,$10K - $30K,M,2,0,Partial High School,08/06/1991,Normal,Skilled Manual,Y
3034,24376296997,Irving,Serna,139 Lancelot Drive,Arcadia,CA,27135,USA,11/19/1969,S,$90K - $110K,M,4,0,High School Degree,9/20/1992,Bronze,Management,Y
3035,24376870989,Honey,Chavez,9924 Hayes Court,San Andres,DF,29250,Mexico,02/11/1953,S,$50K - $70K,F,4,0,Partial High School,05/10/1993,Bronze,Skilled Manual,N
3036,24380910400,Franklin,Horner,8002 Kiska Court,Spring Valley,CA,19477,USA,12/20/1974,M,$10K - $30K,M,4,2,Partial High School,7/27/1991,Normal,Skilled Manual,Y
3037,24389048218,Bernard,Thompson,8042 Alvarado,La Jolla,CA,86752,USA,4/22/1931,M,$30K - $50K,M,4,4,High School Degree,4/17/1991,Bronze,Manual,Y
3038,24406654238,Rosalie,Craig,6374 Roundtree Drive,Bellingham,WA,69433,USA,7/15/1951,S,$10K - $30K,M,2,0,Partial High School,03/09/1991,Normal,Skilled Manual,N
3039,24407222867,James,Calouri,9324 Youngsdale Drive,Newport Beach,CA,38722,USA,5/16/1910,S,$10K - $30K,M,3,0,Graduate Degree,8/22/1992,Normal,Professional,N
3040,24408456683,Michelle,Turner,566 Greer Ave,Ladner,BC,25421,Canada,01/11/1955,M,$70K - $90K,M,0,0,Bachelors Degree,01/12/1993,Bronze,Professional,Y
3041,24431727528,Norman,Smith,3770 Dos Encinas,La Mesa,CA,25020,USA,01/10/1948,S,$30K - $50K,M,5,0,Partial College,04/04/1993,Bronze,Management,Y
3042,24432752100,Dennis,Ashford,5265 Ethan Ct,La Mesa,CA,12732,USA,2/26/1973,M,$30K - $50K,F,2,0,High School Degree,8/19/1994,Bronze,Manual,Y
3043,24438127300,Mary,Coy,8724 Stimel Drive,Shawnee,BC,43706,Canada,09/04/1911,M,$30K - $50K,F,2,1,Partial High School,4/13/1992,Bronze,Manual,Y
3044,24442011100,Marie,Lucero,311 Oakgrove Rd,Oregon City,OR,23871,USA,7/18/1955,S,$70K - $90K,F,3,0,Bachelors Degree,10/02/1991,Bronze,Professional,N
3045,24444553900,Holly,Leland,6679 Cornelius Dr,Seattle,WA,28501,USA,07/02/1939,S,$130K - $150K,F,0,0,Graduate Degree,6/23/1992,Bronze,Professional,Y
3046,24445299500,Tamara,St. Clair,8682 Etcheverry Dr,Salem,OR,47535,USA,6/15/1970,M,$30K - $50K,M,2,2,High School Degree,06/02/1993,Bronze,Skilled Manual,N
3047,24447391600,Joann,Suro,7960 Cedar Pointe Loop,Burlingame,CA,18327,USA,8/14/1945,S,$110K - $130K,F,4,0,Graduate Degree,03/04/1992,Bronze,Professional,N
3048,24458774924,Pamela,Stemple,2874 Via Del Verdes,Marysville,WA,35232,USA,12/02/1929,S,$10K - $30K,M,1,0,Partial High School,08/08/1992,Normal,Manual,Y
3049,24464718700,Gina,Davis,2406 Kane Cirlcle,W. Linn,OR,39476,USA,12/26/1949,S,$30K - $50K,M,3,0,Bachelors Degree,10/04/1990,Bronze,Professional,Y
3050,24468157300,Howard,Schlund,7573 Starlyn Dr,Shawnee,BC,89833,Canada,10/09/1914,S,$150K +,M,4,0,High School Degree,10/09/1991,Silver,Professional,Y
3051,24479658600,Salem,Paige,7360 San Benito Drive,San Gabriel,CA,91948,USA,09/12/1938,M,$70K - $90K,M,3,1,Bachelors Degree,05/08/1991,Bronze,Professional,N
3052,24483842800,Deborah,Torrano,5437 Spring Hill Road,Bellflower,CA,94672,USA,07/03/1934,S,$30K - $50K,M,2,0,High School Degree,4/22/1990,Silver,Manual,Y
3053,24491460300,Dorothy,Brown,5478 Hillsborough Ct,San Carlos,CA,76743,USA,11/13/1934,M,$50K - $70K,M,1,0,High School Degree,11/20/1993,Silver,Manual,N
3054,24498181900,Paula,Parsons,6465 Brushcreek Dr,National City,CA,33131,USA,10/03/1916,S,$50K - $70K,M,2,0,Bachelors Degree,4/25/1990,Bronze,Professional,Y
